"X","Y","Org_Result"
-83.58522,37.136794,"GAS"
-82.553957,37.380175,"GAS"
-84.184378,36.866683,"GAS"
-84.184378,36.866683,"GAS"
-84.953138,38.719943,"GAS"
-82.67523,37.519111,"GAS"
-82.468021,37.572149,"GAS"
-82.562881,37.374906,"GAS"
-83.359624,37.672028,"GAS"
-82.34028,37.502156,"GAS"
-87.570998,37.385479,"GAS"
-83.745881,37.18608,"GAS"
-85.227365,36.687014,"GAS"
-82.533466,37.821773,"GAS"
-83.755719,37.191031,"GAS"
-83.384992,37.691545,"GAS"
-82.503633,37.783265,"GAS"
-83.913662,36.77372,"GAS"
-82.978802,37.194507,"GAS"
-82.534868,37.816213,"GAS"
-83.421335,37.645365,"GAS"
-83.068038,37.111723,"GAS"
-84.201026,36.866804,"GAS"
-82.192848,37.496636,"GAS"
-82.614433,37.271542,"GAS"
-85.144797,36.717491,"GAS"
-85.137382,36.713299,"GAS"
-85.140965,36.720578,"GAS"
-85.138236,36.718106,"GAS"
-85.134262,36.717331,"GAS"
-82.631072,37.525032,"GAS"
-83.836973,36.716916,"GAS"
-82.420924,37.80563,"GAS"
-83.76828,37.200003,"GAS"
-82.938785,37.334707,"GAS"
-83.692964,37.181205,"GAS"
-82.559316,37.375197,"GAS"
-83.486267,37.606344,"GAS"
-83.486267,37.606344,"GAS"
-83.71701,37.30309,"GAS"
-82.253725,37.541981,"GAS"
-87.580132,37.386286,"GAS"
-82.556069,37.37657,"GAS"
-83.059809,37.110899,"GAS"
-82.194379,37.493789,"GAS"
-82.564884,37.634969,"GAS"
-82.38764,37.453708,"GAS"
-83.414664,37.649973,"GAS"
-83.414664,37.649973,"GAS"
-82.676105,37.396183,"GAS"
-83.67603,37.305857,"GAS"
-85.747861,36.665652,"GAS"
-85.881972,37.051067,"GAS"
-84.104529,36.627029,"GAS"
-82.297174,37.541676,"GAS"
-82.519716,37.805797,"GAS"
-83.478545,36.902747,"GAS"
-83.473519,36.905169,"GAS"
-82.548444,37.392607,"GAS"
-83.089352,37.226453,"GAS"
-83.144402,37.161296,"GAS"
-82.605055,37.633843,"GAS"
-87.567849,37.392441,"GAS"
-87.348526,37.078954,"GAS"
-82.522401,37.529808,"GAS"
-82.517402,37.53206,"GAS"
-87.50199,37.186262,"GAS"
-84.30724,36.798682,"GAS"
-84.301195,36.806249,"GAS"
-82.331406,37.527449,"GAS"
-82.327062,37.517346,"GAS"
-83.435729,37.783777,"GAS"
-82.98963,37.307513,"GAS"
-82.527128,37.515431,"GAS"
-83.463156,36.924994,"GAS"
-82.416915,37.440906,"GAS"
-82.355979,37.70596,"GAS"
-82.361365,37.702599,"GAS"
-82.120527,37.496224,"GAS"
-82.123129,37.498572,"GAS"
-82.522921,37.551966,"GAS"
-82.329023,37.52378,"GAS"
-84.33344,36.7165,"GAS"
-82.126819,37.498627,"GAS"
-84.316194,36.716418,"GAS"
-82.362833,37.708807,"GAS"
-82.474132,37.625605,"GAS"
-85.104726,36.663711,"GAS"
-82.543234,37.555248,"GAS"
-82.828366,38.009026,"GAS"
-82.831274,38.007202,"GAS"
-83.514354,36.949264,"GAS"
-83.524025,36.953159,"GAS"
-86.007841,36.6598,"GAS"
-86.001345,36.657929,"GAS"
-83.538957,37.111174,"GAS"
-82.618478,37.703873,"GAS"
-82.567575,37.419858,"GAS"
-82.453224,37.288522,"GAS"
-83.872645,36.83012,"GAS"
-83.404912,37.653604,"GAS"
-83.954297,36.832272,"GAS"
-82.523133,37.630597,"GAS"
-82.337714,37.511002,"GAS"
-87.214088,37.300824,"GAS"
-82.442055,37.28042,"GAS"
-82.634126,37.377103,"GAS"
-83.390562,37.691194,"GAS"
-82.831725,38.010206,"GAS"
-84.108144,36.628829,"GAS"
-84.191932,36.875113,"GAS"
-82.35097,37.631457,"GAS"
-83.873433,36.833938,"GAS"
-82.13012,37.499338,"GAS"
-82.133273,37.498047,"GAS"
-82.177468,37.568864,"GAS"
-82.175308,37.563888,"GAS"
-83.410257,37.641792,"GAS"
-82.478692,37.305493,"GAS"
-82.44021,37.310419,"GAS"
-82.482005,37.303265,"GAS"
-83.418642,37.648554,"GAS"
-83.94617,36.81621,"GAS"
-83.941117,36.824495,"GAS"
-83.970908,36.738829,"GAS"
-82.427142,37.344233,"GAS"
-83.712375,37.270258,"GAS"
-82.758225,37.689444,"GAS"
-85.881972,37.051067,"GAS"
-84.302703,36.816611,"GAS"
-83.375672,37.663765,"GAS"
-82.226985,37.569935,"GAS"
-86.201304,37.175039,"GAS"
-82.435053,37.344645,"GAS"
-84.188769,36.873259,"GAS"
-83.016295,37.355837,"GAS"
-83.909668,36.777428,"GAS"
-82.352067,37.46241,"GAS"
-83.910453,36.770375,"GAS"
-84.097785,36.628939,"GAS"
-83.087719,37.202073,"GAS"
-84.184463,36.783637,"GAS"
-85.067981,36.625709,"GAS"
-82.430582,37.341761,"GAS"
-82.424128,37.584669,"GAS"
-82.417271,37.591641,"GAS"
-82.416018,37.58467,"GAS"
-82.411532,37.588858,"GAS"
-82.311147,37.560076,"GAS"
-82.311147,37.560076,"GAS"
-82.132644,37.495263,"GAS"
-83.055435,37.340337,"GAS"
-82.986374,37.253337,"GAS"
-82.604349,37.355321,"GAS"
-82.158045,37.540717,"GAS"
-82.938162,37.537642,"GAS"
-83.78885,37.214257,"GAS"
-82.462864,37.717216,"GAS"
-83.544083,37.103934,"GAS"
-82.839758,37.252851,"GAS"
-82.407471,37.700236,"GAS"
-84.186342,36.843835,"GAS"
-83.052115,37.33597,"GAS"
-83.938728,36.816343,"GAS"
-82.938558,37.451677,"GAS"
-82.311663,37.621382,"GAS"
-82.72903,37.160534,"GAS"
-82.7302,37.155583,"GAS"
-82.843729,37.24683,"GAS"
-82.477105,37.790062,"GAS"
-82.480132,37.79138,"GAS"
-85.696838,36.878115,"GAS"
-82.822703,37.723628,"GAS"
-82.828343,37.725465,"GAS"
-82.45756,37.403889,"GAS"
-82.455753,37.406251,"GAS"
-82.476932,37.786025,"GAS"
-82.294393,37.571583,"GAS"
-82.298447,37.580642,"GAS"
-82.298447,37.580642,"GAS"
-83.969668,36.697693,"GAS"
-82.411511,37.58885,"GAS"
-82.421366,37.590917,"GAS"
-84.324107,36.709084,"GAS"
-83.922566,36.769087,"GAS"
-85.148419,36.788288,"GAS"
-83.688226,37.177175,"GAS"
-84.064892,36.715377,"GAS"
-83.1949,37.223396,"GAS"
-83.867581,36.835837,"GAS"
-82.523135,37.765486,"GAS"
-82.28147,37.601682,"GAS"
-82.604074,37.372537,"GAS"
-82.284661,37.53608,"GAS"
-82.309852,37.566777,"GAS"
-82.460801,37.403001,"GAS"
-82.610233,37.529846,"GAS"
-82.421497,37.578253,"GAS"
-82.424923,37.580412,"GAS"
-82.922077,37.961806,"GAS"
-83.931723,36.826367,"GAS"
-84.196038,36.855,"GAS"
-83.076611,37.509887,"GAS"
-83.07671,37.515804,"GAS"
-82.307556,37.571226,"GAS"
-83.921456,36.764349,"GAS"
-82.422919,37.573084,"GAS"
-82.9144,37.354658,"GAS"
-82.425958,37.576018,"GAS"
-87.209628,37.200687,"GAS"
-82.613578,37.530356,"GAS"
-82.424906,37.580412,"GAS"
-82.418392,37.581205,"GAS"
-82.45954,37.400848,"GAS"
-83.837716,37.156132,"GAS"
-83.827843,37.154944,"GAS"
-83.829696,37.157828,"GAS"
-82.753757,37.492544,"GAS"
-82.192183,37.555254,"GAS"
-82.192539,37.464604,"GAS"
-82.415977,37.572503,"GAS"
-82.634197,37.673876,"GAS"
-83.005925,37.563398,"GAS"
-83.90734,36.767738,"GAS"
-82.922835,37.361836,"GAS"
-82.603282,37.672095,"GAS"
-82.609782,37.526786,"GAS"
-82.599962,37.663985,"GAS"
-83.632735,36.844507,"GAS"
-82.419296,37.587415,"GAS"
-83.910449,36.753382,"GAS"
-83.913936,36.761311,"GAS"
-82.419278,37.587415,"GAS"
-82.376132,37.540301,"GAS"
-82.383632,37.541056,"GAS"
-82.379885,37.543821,"GAS"
-82.380442,37.537829,"GAS"
-82.750604,37.491164,"GAS"
-82.749877,37.488857,"GAS"
-84.154259,36.612272,"GAS"
-82.913919,37.338568,"GAS"
-84.261245,36.682853,"GAS"
-83.925032,36.821556,"GAS"
-83.930288,36.81744,"GAS"
-82.391514,37.481933,"GAS"
-83.052081,37.332551,"GAS"
-82.648787,37.913921,"GAS"
-82.357332,37.578184,"GAS"
-82.380459,37.537829,"GAS"
-82.353279,37.58402,"GAS"
-84.295054,36.712547,"GAS"
-83.979235,36.73795,"GAS"
-82.356038,37.581411,"GAS"
-82.312213,37.630244,"GAS"
-83.958306,36.734954,"GAS"
-82.583144,37.20999,"GAS"
-82.57923,37.209872,"GAS"
-82.194417,37.499149,"GAS"
-83.468308,36.906482,"GAS"
-82.334024,37.619482,"GAS"
-83.94522,36.769139,"GAS"
-82.286265,37.541624,"GAS"
-82.744302,37.633402,"GAS"
-85.836244,36.98505,"GAS"
-84.188564,36.858785,"GAS"
-82.574718,37.207715,"GAS"
-82.363043,37.58965,"GAS"
-82.573658,37.813591,"GAS"
-82.355733,37.588516,"GAS"
-84.174324,36.854136,"GAS"
-82.390416,37.625606,"GAS"
-82.366926,37.594027,"GAS"
-83.425514,37.646714,"GAS"
-82.584759,37.46677,"GAS"
-83.977804,36.6874,"GAS"
-83.047021,38.044412,"GAS"
-83.984134,36.729851,"GAS"
-83.319529,37.536849,"GAS"
-82.932234,37.263948,"GAS"
-83.902963,36.775797,"GAS"
-82.561643,37.628555,"GAS"
-83.927701,36.763577,"GAS"
-83.902117,36.780312,"GAS"
-83.355495,37.695417,"GAS"
-82.283955,37.548209,"GAS"
-82.520598,37.928786,"GAS"
-82.161774,37.479434,"GAS"
-82.158942,37.4777,"GAS"
-83.325758,37.693145,"GAS"
-87.225304,37.808585,"GAS"
-82.034023,37.515019,"GAS"
-83.9071,36.764813,"GAS"
-84.273049,36.702279,"GAS"
-82.58547,37.471473,"GAS"
-82.078873,37.517049,"GAS"
-82.569512,37.912001,"GAS"
-84.30261,37.116915,"GAS"
-84.306311,37.119276,"GAS"
-84.299314,37.118672,"GAS"
-82.476459,37.283608,"GAS"
-82.47709,37.286681,"GAS"
-82.482027,37.283608,"GAS"
-83.332048,37.694572,"GAS"
-83.604415,37.297563,"GAS"
-82.056896,37.522915,"GAS"
-83.722169,37.327786,"GAS"
-82.56136,37.903111,"GAS"
-84.33852,36.67847,"GAS"
-84.341026,36.681766,"GAS"
-83.341154,37.788524,"GAS"
-82.037988,37.518864,"GAS"
-82.44051,37.575232,"GAS"
-84.314266,37.11804,"GAS"
-82.557457,37.902773,"GAS"
-82.31955,37.5745,"GAS"
-84.269501,36.70276,"GAS"
-82.079564,37.509016,"GAS"
-82.079455,37.505407,"GAS"
-82.033161,37.521679,"GAS"
-86.066043,37.864772,"GAS"
-82.326715,37.57188,"GAS"
-83.905474,36.784243,"GAS"
-86.057063,37.846223,"GAS"
-82.14094,37.480695,"GAS"
-83.894964,36.776604,"GAS"
-82.16842,37.560758,"GAS"
-83.551486,36.88147,"GAS"
-83.554582,36.892392,"GAS"
-83.587813,36.892035,"GAS"
-84.241694,36.74176,"GAS"
-82.927197,38.135558,"GAS"
-86.051039,37.861819,"GAS"
-82.324223,37.566763,"GAS"
-83.882395,36.694397,"GAS"
-82.436263,37.484144,"GAS"
-82.436753,37.48165,"GAS"
-83.033161,37.346842,"GAS"
-82.213392,37.51344,"GAS"
-84.313032,37.114854,"GAS"
-83.914105,36.78641,"GAS"
-83.42965,37.544542,"GAS"
-82.077045,37.472709,"GAS"
-82.081117,37.46911,"GAS"
-82.632332,37.613701,"GAS"
-82.615163,37.602433,"GAS"
-84.311489,37.110652,"GAS"
-82.604452,37.595826,"GAS"
-87.251029,37.112657,"GAS"
-87.256437,37.183814,"GAS"
-84.318917,37.133004,"GAS"
-83.341377,37.430047,"GAS"
-82.305353,37.639046,"GAS"
-82.305353,37.639046,"GAS"
-82.361059,37.594233,"GAS"
-82.296028,37.655218,"GAS"
-84.101122,36.626823,"GAS"
-84.225191,36.679969,"GAS"
-84.309807,37.117079,"GAS"
-82.625963,37.594812,"GAS"
-82.39056,37.368754,"GAS"
-82.931873,37.258977,"GAS"
-82.521148,37.50206,"GAS"
-82.367051,37.586661,"GAS"
-83.936588,36.752558,"GAS"
-84.299147,37.114965,"GAS"
-84.306313,37.114718,"GAS"
-82.307142,37.556941,"GAS"
-82.307142,37.556941,"GAS"
-83.908135,36.744919,"GAS"
-84.335789,36.693202,"GAS"
-82.894236,37.375465,"GAS"
-82.912794,37.40791,"GAS"
-84.311213,37.119688,"GAS"
-86.074945,37.858908,"GAS"
-83.940171,36.882015,"GAS"
-82.460793,37.405647,"GAS"
-82.29805,37.67226,"GAS"
-83.920762,36.740832,"GAS"
-84.316328,37.111531,"GAS"
-84.318038,37.114854,"GAS"
-82.262266,37.611243,"GAS"
-82.265631,37.608102,"GAS"
-82.260194,37.607415,"GAS"
-82.260453,37.603296,"GAS"
-84.096081,36.631823,"GAS"
-82.825966,37.994151,"GAS"
-82.794294,38.025623,"GAS"
-83.934284,36.767604,"GAS"
-82.290708,37.657827,"GAS"
-82.295443,37.661687,"GAS"
-82.169806,37.567216,"GAS"
-82.618683,37.592464,"GAS"
-82.739733,37.552598,"GAS"
-83.454865,37.566936,"GAS"
-83.946923,36.889376,"GAS"
-83.969505,37.005886,"GAS"
-83.972743,36.80661,"GAS"
-83.965557,36.810418,"GAS"
-83.846584,36.830724,"GAS"
-84.320442,37.111586,"GAS"
-84.322602,37.115898,"GAS"
-84.325789,37.112959,"GAS"
-82.544316,37.388984,"GAS"
-82.529342,37.378994,"GAS"
-82.373618,37.701198,"GAS"
-83.544254,37.107779,"GAS"
-83.919397,36.75022,"GAS"
-82.712743,37.383883,"GAS"
-82.284024,37.638826,"GAS"
-82.288945,37.638208,"GAS"
-84.155393,36.606216,"GAS"
-82.535751,37.654394,"GAS"
-83.916411,36.73435,"GAS"
-83.893721,36.746704,"GAS"
-82.70858,37.381988,"GAS"
-82.241192,37.650412,"GAS"
-82.242776,37.636869,"GAS"
-82.237596,37.64461,"GAS"
-82.234197,37.647254,"GAS"
-84.157239,36.617141,"GAS"
-82.840136,38.009472,"GAS"
-84.197019,36.613316,"GAS"
-82.717097,37.432853,"GAS"
-84.32466,37.108812,"GAS"
-82.174318,37.558712,"GAS"
-83.761969,36.932666,"GAS"
-83.897228,36.751322,"GAS"
-82.280916,37.639993,"GAS"
-82.47141,37.297803,"GAS"
-82.470287,37.300601,"GAS"
-82.455737,37.406253,"GAS"
-84.327847,37.116447,"GAS"
-82.449347,37.257086,"GAS"
-82.45189,37.259224,"GAS"
-83.574554,37.134247,"GAS"
-82.587403,37.929554,"GAS"
-82.457538,37.396567,"GAS"
-82.474241,37.408428,"GAS"
-82.465117,37.411586,"GAS"
-82.460898,37.553076,"GAS"
-84.22668,36.731754,"GAS"
-84.197035,36.621611,"GAS"
-83.060836,37.123533,"GAS"
-84.095834,36.79001,"GAS"
-83.01941,37.368466,"GAS"
-83.028298,37.545359,"GAS"
-83.105278,37.560282,"GAS"
-82.459303,37.371638,"GAS"
-82.414161,37.398045,"GAS"
-82.411055,37.409801,"GAS"
-83.939812,36.746267,"GAS"
-83.933845,36.74794,"GAS"
-83.568208,37.109958,"GAS"
-82.435489,37.559664,"GAS"
-87.578278,37.376663,"GAS"
-83.568603,37.139795,"GAS"
-84.329561,37.108867,"GAS"
-82.946179,37.400055,"GAS"
-84.184292,36.863126,"GAS"
-82.788055,37.999403,"GAS"
-82.784516,37.992071,"GAS"
-83.56032,37.143326,"GAS"
-84.051125,36.744666,"GAS"
-82.495228,37.738771,"GAS"
-82.49133,37.737523,"GAS"
-84.161464,36.612772,"GAS"
-82.411016,37.556692,"GAS"
-82.409768,37.560076,"GAS"
-82.312216,37.625965,"GAS"
-82.289413,37.651063,"GAS"
-82.414293,37.558889,"GAS"
-82.492773,37.73413,"GAS"
-83.921788,36.782029,"GAS"
-84.340843,37.104999,"GAS"
-82.375482,37.493237,"GAS"
-83.566545,37.135538,"GAS"
-82.792399,38.014168,"GAS"
-82.293738,37.591675,"GAS"
-82.297707,37.591126,"GAS"
-83.554719,36.88641,"GAS"
-82.245108,37.642894,"GAS"
-82.256514,37.64085,"GAS"
-82.250867,37.641092,"GAS"
-82.29327,37.586286,"GAS"
-85.591086,37.093079,"GAS"
-82.371531,37.490714,"GAS"
-87.429933,37.217834,"GAS"
-83.329038,37.681394,"GAS"
-87.336009,37.130642,"GAS"
-82.27997,37.553845,"GAS"
-84.188972,36.837728,"GAS"
-87.318211,37.192255,"GAS"
-87.319719,37.187853,"GAS"
-87.316475,37.188196,"GAS"
-87.314521,37.190804,"GAS"
-87.314607,37.194507,"GAS"
-87.312614,37.186095,"GAS"
-87.309114,37.194507,"GAS"
-83.051367,37.338703,"GAS"
-82.91689,37.34838,"GAS"
-82.812379,37.491887,"GAS"
-82.70086,37.380642,"GAS"
-83.216844,37.261447,"GAS"
-82.288998,37.662964,"GAS"
-82.320118,37.589238,"GAS"
-82.474908,37.307638,"GAS"
-82.47093,37.306976,"GAS"
-82.702323,37.410835,"GAS"
-83.949448,36.876417,"GAS"
-82.999044,37.181196,"GAS"
-82.253148,37.643648,"GAS"
-83.336305,37.689595,"GAS"
-84.275145,36.732647,"GAS"
-82.834715,37.656454,"GAS"
-82.836153,37.661819,"GAS"
-82.901782,37.537632,"GAS"
-82.918794,37.537275,"GAS"
-82.918794,37.537275,"GAS"
-82.906244,37.551236,"GAS"
-82.546769,37.581235,"GAS"
-83.002987,37.182597,"GAS"
-82.24882,37.644472,"GAS"
-84.271102,36.727497,"GAS"
-86.794325,37.793739,"GAS"
-82.460662,37.30555,"GAS"
-82.82815,38.00517,"GAS"
-83.034199,37.2189,"GAS"
-83.408728,36.72513,"GAS"
-82.843621,37.998442,"GAS"
-83.931798,36.736767,"GAS"
-84.164003,36.6098,"GAS"
-84.167116,36.601107,"GAS"
-84.162033,36.604559,"GAS"
-82.156757,37.59154,"GAS"
-82.850299,37.212201,"GAS"
-83.550221,36.889655,"GAS"
-82.844697,37.217499,"GAS"
-82.848901,37.2167,"GAS"
-82.854207,37.217801,"GAS"
-84.171267,36.605614,"GAS"
-83.020243,37.205892,"GAS"
-83.008828,37.190158,"GAS"
-82.837298,38.001364,"GAS"
-82.287215,37.57459,"GAS"
-82.462504,37.246058,"GAS"
-82.457945,37.245495,"GAS"
-83.015986,37.187895,"GAS"
-82.370981,37.596087,"GAS"
-82.46422,37.305468,"GAS"
-84.162223,36.619084,"GAS"
-82.860982,37.2204,"GAS"
-82.293059,37.644851,"GAS"
-83.559571,36.895143,"GAS"
-82.849606,38.000021,"GAS"
-82.261759,37.639301,"GAS"
-82.43817,37.615701,"GAS"
-82.435171,37.618999,"GAS"
-82.449399,37.6225,"GAS"
-82.455303,37.6247,"GAS"
-82.902838,37.270268,"GAS"
-82.902481,37.267293,"GAS"
-82.965769,37.312627,"GAS"
-83.961272,36.807526,"GAS"
-83.949585,36.8092,"GAS"
-84.306657,37.125809,"GAS"
-82.897472,37.264195,"GAS"
-84.262083,36.713123,"GAS"
-83.429046,37.117189,"GAS"
-83.426131,37.118452,"GAS"
-83.423431,37.115796,"GAS"
-82.4314,37.615799,"GAS"
-82.591402,37.6633,"GAS"
-82.267876,37.659664,"GAS"
-86.131338,38.005218,"GAS"
-86.138019,38.001442,"GAS"
-84.301458,37.127703,"GAS"
-84.315981,37.121528,"GAS"
-84.31451,37.124056,"GAS"
-82.277986,37.570271,"GAS"
-83.459976,37.563628,"GAS"
-83.755389,36.935325,"GAS"
-82.282679,37.559327,"GAS"
-82.3819,37.4756,"GAS"
-82.39047,37.486803,"GAS"
-82.388303,37.4911,"GAS"
-82.325311,37.577264,"GAS"
-83.750434,37.230402,"GAS"
-82.455303,37.624947,"GAS"
-86.253419,37.502252,"GAS"
-83.469116,37.565874,"GAS"
-82.503301,37.623299,"GAS"
-82.256273,37.486135,"GAS"
-83.020846,37.239637,"GAS"
-86.278852,37.508102,"GAS"
-83.938477,37.187954,"GAS"
-83.993445,36.740224,"GAS"
-83.952524,36.820022,"GAS"
-84.173824,36.644438,"GAS"
-82.783403,37.999753,"GAS"
-82.308763,37.594733,"GAS"
-82.435329,37.618916,"GAS"
-82.503173,37.623425,"GAS"
-84.196814,36.626398,"GAS"
-84.200784,36.628883,"GAS"
-82.799931,37.998902,"GAS"
-84.162326,36.597334,"GAS"
-82.406271,37.491501,"GAS"
-82.413469,37.491501,"GAS"
-82.3824,37.470001,"GAS"
-82.914832,37.244195,"GAS"
-84.319616,37.119688,"GAS"
-82.380611,37.583111,"GAS"
-86.263297,37.510295,"GAS"
-83.006394,37.381716,"GAS"
-83.032333,37.550275,"GAS"
-84.33687,37.106743,"GAS"
-82.454402,37.622099,"GAS"
-82.143055,37.460515,"GAS"
-82.53145,37.606913,"GAS"
-84.148312,36.60304,"GAS"
-83.994297,36.989714,"GAS"
-82.1826,37.417502,"GAS"
-82.591352,37.423497,"GAS"
-83.706229,37.79286,"GAS"
-82.306215,37.632441,"GAS"
-84.153919,36.618892,"GAS"
-82.841387,38.017436,"GAS"
-82.439997,37.627951,"GAS"
-82.444173,37.628078,"GAS"
-82.184955,37.423382,"GAS"
-82.180491,37.421281,"GAS"
-82.187031,37.419592,"GAS"
-83.593673,37.116482,"GAS"
-83.052982,38.053425,"GAS"
-83.052982,38.053425,"GAS"
-83.053239,38.053318,"GAS"
-84.230177,36.731823,"GAS"
-84.323426,36.717709,"GAS"
-84.252921,36.720319,"GAS"
-84.305797,36.677634,"GAS"
-84.218798,36.683196,"GAS"
-82.187255,37.415354,"GAS"
-82.308953,37.599256,"GAS"
-82.267046,37.485141,"GAS"
-86.065005,37.848133,"GAS"
-86.054883,37.853418,"GAS"
-86.046744,37.850165,"GAS"
-82.438911,37.771639,"GAS"
-84.33059,37.102884,"GAS"
-83.00639,37.381796,"GAS"
-86.048961,37.867175,"GAS"
-86.042171,37.871816,"GAS"
-84.007327,36.990969,"GAS"
-84.151976,36.621968,"GAS"
-85.745716,37.082647,"GAS"
-82.263118,37.486047,"GAS"
-82.959692,37.404639,"GAS"
-83.775367,37.213426,"GAS"
-83.765178,37.217196,"GAS"
-82.453178,37.256523,"GAS"
-83.431678,37.542173,"GAS"
-82.357883,37.729269,"GAS"
-82.652496,37.405493,"GAS"
-82.65048,37.409326,"GAS"
-83.511622,37.673395,"GAS"
-82.668528,37.509499,"GAS"
-84.149658,36.617298,"GAS"
-84.330627,36.667297,"GAS"
-83.609155,37.123451,"GAS"
-82.778735,37.600389,"GAS"
-82.476084,37.301576,"GAS"
-82.460329,37.562235,"GAS"
-82.963999,37.413746,"GAS"
-82.274191,37.432478,"GAS"
-83.957446,36.810542,"GAS"
-83.955089,36.816664,"GAS"
-82.36556,37.760845,"GAS"
-82.182303,37.426449,"GAS"
-82.23671,37.525501,"GAS"
-83.964619,36.810418,"GAS"
-84.175222,36.601187,"GAS"
-82.738372,37.336868,"GAS"
-82.740949,37.32959,"GAS"
-82.734245,37.336319,"GAS"
-82.736944,37.330862,"GAS"
-82.734537,37.333608,"GAS"
-82.328366,37.608598,"GAS"
-83.062798,38.038568,"GAS"
-83.944344,37.032242,"GAS"
-83.557626,37.11401,"GAS"
-82.384001,37.766277,"GAS"
-83.673641,36.872859,"GAS"
-84.335327,37.103983,"GAS"
-83.939117,36.725368,"GAS"
-87.420142,37.41012,"GAS"
-82.469055,37.281425,"GAS"
-83.585189,37.26815,"GAS"
-83.579774,37.278618,"GAS"
-83.574021,37.281466,"GAS"
-82.460926,37.743382,"GAS"
-83.588091,37.271646,"GAS"
-83.580618,37.272517,"GAS"
-84.441346,36.676604,"GAS"
-83.062532,38.032124,"GAS"
-82.298152,37.641693,"GAS"
-82.303677,37.627223,"GAS"
-82.433834,37.479785,"GAS"
-83.957277,36.876829,"GAS"
-83.977461,36.722657,"GAS"
-83.980225,36.810487,"GAS"
-83.936716,36.838772,"GAS"
-83.585308,37.275844,"GAS"
-83.863689,36.753684,"GAS"
-83.76641,36.928005,"GAS"
-84.281322,36.677428,"GAS"
-86.040545,37.863152,"GAS"
-83.527142,37.089327,"GAS"
-82.553173,37.544645,"GAS"
-82.294405,37.458069,"GAS"
-82.386801,37.567271,"GAS"
-86.042657,37.85634,"GAS"
-86.072693,37.863539,"GAS"
-86.071429,37.852045,"GAS"
-82.494479,37.723383,"GAS"
-82.594622,37.65899,"GAS"
-82.591313,37.658055,"GAS"
-82.609841,37.515129,"GAS"
-82.315196,37.599339,"GAS"
-82.466884,37.27836,"GAS"
-82.39675,37.575397,"GAS"
-85.778723,37.363893,"GAS"
-86.177308,37.144279,"GAS"
-84.172801,36.597388,"GAS"
-82.440687,37.619089,"GAS"
-84.165404,36.854342,"GAS"
-86.0389,37.850502,"GAS"
-82.539781,37.724672,"GAS"
-82.31256,37.586904,"GAS"
-82.953998,37.363333,"GAS"
-82.466703,37.677069,"GAS"
-82.463364,37.67652,"GAS"
-82.464725,37.679162,"GAS"
-84.177524,36.849039,"GAS"
-82.435867,37.506596,"GAS"
-82.345105,37.467575,"GAS"
-82.348716,37.465452,"GAS"
-82.344648,37.46406,"GAS"
-82.347579,37.460863,"GAS"
-82.347187,37.456703,"GAS"
-84.100852,36.592584,"GAS"
-83.427364,37.578871,"GAS"
-83.881994,36.835123,"GAS"
-87.128187,37.106607,"GAS"
-82.960198,37.351523,"GAS"
-84.254507,36.775423,"GAS"
-84.253725,36.781768,"GAS"
-82.799344,37.634789,"GAS"
-82.859275,37.658538,"GAS"
-86.066598,37.857551,"GAS"
-84.195638,36.618946,"GAS"
-82.613758,37.680807,"GAS"
-82.613682,37.678131,"GAS"
-82.620122,37.677863,"GAS"
-82.620886,37.680652,"GAS"
-82.616995,37.679869,"GAS"
-83.884495,36.861874,"GAS"
-82.541762,38.035708,"GAS"
-83.990516,36.900275,"GAS"
-86.031619,37.863325,"GAS"
-86.035097,37.868166,"GAS"
-86.035633,37.858585,"GAS"
-83.969571,36.819551,"GAS"
-84.345137,37.089486,"GAS"
-82.713481,37.428253,"GAS"
-82.336781,37.520608,"GAS"
-82.340698,37.522317,"GAS"
-82.827159,37.969111,"GAS"
-84.168984,36.639183,"GAS"
-82.590552,37.526841,"GAS"
-84.154123,36.619029,"GAS"
-83.932992,36.726467,"GAS"
-82.531181,38.016722,"GAS"
-82.543526,38.040519,"GAS"
-82.782556,37.621267,"GAS"
-84.18427,36.62784,"GAS"
-82.312663,37.593107,"GAS"
-83.025713,37.32222,"GAS"
-82.578438,37.511449,"GAS"
-84.338042,36.670318,"GAS"
-86.490383,37.318864,"GAS"
-84.239199,36.694232,"GAS"
-83.447731,37.545475,"GAS"
-82.530452,38.027984,"GAS"
-82.767842,37.716365,"GAS"
-82.763821,37.624289,"GAS"
-82.442706,37.497047,"GAS"
-87.370436,37.078652,"GAS"
-83.030145,37.322849,"GAS"
-82.275989,37.547879,"GAS"
-82.271841,37.551401,"GAS"
-82.571944,38.041764,"GAS"
-82.614856,37.527418,"GAS"
-82.734249,37.553449,"GAS"
-82.44317,37.555504,"GAS"
-82.446285,37.551637,"GAS"
-82.453661,37.558445,"GAS"
-82.448167,37.556087,"GAS"
-82.451357,37.549553,"GAS"
-86.078969,37.856481,"GAS"
-83.870079,36.749973,"GAS"
-84.176963,36.595686,"GAS"
-82.25904,37.483669,"GAS"
-83.582921,37.282372,"GAS"
-83.578468,37.282051,"GAS"
-86.450323,37.338354,"GAS"
-83.874782,36.751679,"GAS"
-83.061747,38.03904,"GAS"
-82.275675,37.557168,"GAS"
-82.351849,37.517519,"GAS"
-85.56763,37.531761,"GAS"
-84.173212,36.664304,"GAS"
-82.961841,37.283828,"GAS"
